time,open,high,low,close
1614160800,1.41622,1.41645,1.40922,1.40977
1614175200,1.40975,1.4129,1.40821,1.41011
1614189600,1.4101,1.41461,1.40971,1.41401
1614204000,1.414,1.41506,1.41257,1.41274
1614218400,1.41275,1.41698,1.4127,1.41626
1614232800,1.41629,1.41754,1.41216,1.4175
1614247200,1.41749,1.41749,1.41265,1.41428
1614261600,1.41429,1.41817,1.40549,1.40646
1614276000,1.40647,1.40676,1.4,1.40092
1614290400,1.4021,1.40258,1.39503,1.39968
1614304800,1.39965,1.40216,1.39441,1.39499
1614319200,1.395,1.39612,1.39014,1.3943
1614333600,1.3943,1.39682,1.3888,1.39568
1614348000,1.39576,1.39874,1.39132,1.39448
1614362400,1.39447,1.39578,1.39249,1.39268
1614549600,1.39299,1.39991,1.39288,1.39852
1614564000,1.3985,1.39957,1.39637,1.3983
1614578400,1.39829,1.39984,1.39273,1.39461
1614592800,1.39458,1.39783,1.39039,1.39376
1614607200,1.39373,1.39576,1.39117,1.39189
1614621600,1.3919,1.39321,1.39039,1.39253
1614636000,1.39238,1.39317,1.39018,1.39063
1614650400,1.39061,1.39121,1.3866,1.38816
1614664800,1.38817,1.39018,1.3859,1.38664
1614679200,1.3866,1.39287,1.3859,1.39109
1614693600,1.39107,1.39702,1.39098,1.39677
1614708000,1.39677,1.3977,1.39544,1.39578
1614722400,1.39526,1.39661,1.39486,1.39609
1614736800,1.39609,1.39659,1.39491,1.3952
1614751200,1.39521,1.40063,1.39369,1.39818
1614765600,1.39819,1.39878,1.3942,1.39703
1614780000,1.39706,1.39914,1.39209,1.3971
1614794400,1.39713,1.39844,1.39468,1.3947
1614808800,1.39518,1.39551,1.39208,1.39414
1614823200,1.39413,1.3961,1.3932,1.39552
1614837600,1.39551,1.39683,1.39161,1.39287
1614852000,1.39286,1.39723,1.39207,1.39622
1614866400,1.39619,1.40173,1.39218,1.39243
1614880800,1.39229,1.39382,1.38802,1.38925
1614895200,1.38955,1.38975,1.38673,1.38817
1614909600,1.38815,1.39066,1.38719,1.38859
1614924000,1.3886,1.38903,1.38122,1.38197
1614938400,1.38193,1.38377,1.37787,1.38256
1614952800,1.38256,1.38692,1.37946,1.38247
1614967200,1.38247,1.38539,1.38212,1.38282
1615154400,1.38059,1.38656,1.38029,1.38501
1615168800,1.38502,1.38533,1.38089,1.38346
1615183200,1.38343,1.38462,1.38001,1.38309
